timestamp,open,high,low,close,volume
2025-01-01 00:00:00,93576.00000000,93702.15000000,93537.50000000,93661.20000000,45.94160000
2025-01-01 00:05:00,93661.20000000,93678.02000000,93600.00000000,93607.10000000,71.94585000
2025-01-01 00:10:00,93607.10000000,93656.19000000,93489.03000000,93656.18000000,57.96928000
2025-01-01 00:15:00,93656.19000000,93840.05000000,93614.95000000,93796.35000000,39.74456000
2025-01-01 00:20:00,93796.35000000,93898.05000000,93707.81000000,93740.00000000,38.38053000
2025-01-01 00:25:00,93740.00000000,93761.90000000,93721.00000000,93761.90000000,17.29240000
2025-01-01 00:30:00,93761.90000000,93963.67000000,93761.89000000,93882.92000000,41.20105000
2025-01-01 00:35:00,93882.91000000,93924.61000000,93836.61000000,93909.03000000,29.61201000
2025-01-01 00:40:00,93909.03000000,93952.97000000,93885.00000000,93885.01000000,23.55110000
2025-01-01 00:45:00,93885.00000000,93977.98000000,93864.44000000,93977.97000000,16.06620000
2025-01-01 00:50:00,93977.98000000,94330.59000000,93964.07000000,94260.00000000,153.78843000
2025-01-01 00:55:00,94260.00000000,94509.42000000,94212.13000000,94401.14000000,220.49709000
2025-01-01 01:00:00,94401.13000000,94408.72000000,94105.20000000,94118.41000000,49.21796000
2025-01-01 01:05:00,94118.41000000,94118.41000000,93880.00000000,94061.41000000,192.32691000
2025-01-01 01:10:00,94061.41000000,94172.00000000,94061.40000000,94153.05000000,43.02531000
2025-01-01 01:15:00,94153.04000000,94153.05000000,93971.28000000,93990.24000000,19.83923000
2025-01-01 01:20:00,93990.23000000,93990.89000000,93850.39000000,93898.13000000,32.91057000
2025-01-01 01:25:00,93898.14000000,93935.27000000,93819.60000000,93825.86000000,49.91252000
2025-01-01 01:30:00,93825.86000000,93989.37000000,93825.86000000,93970.23000000,39.83350000
2025-01-01 01:35:00,93970.23000000,93970.24000000,93893.29000000,93922.01000000,29.09079000
2025-01-01 01:40:00,93922.01000000,93971.02000000,93917.21000000,93923.14000000,10.05460000
2025-01-01 01:45:00,93923.14000000,93945.25000000,93822.46000000,93854.48000000,19.38102000
2025-01-01 01:50:00,93854.47000000,93854.48000000,93578.77000000,93626.10000000,85.86737000
2025-01-01 01:55:00,93626.10000000,93645.96000000,93594.42000000,93607.74000000,15.07478000
2025-01-01 02:00:00,93607.74000000,93779.99000000,93594.56000000,93753.19000000,27.44459000
2025-01-01 02:05:00,93753.20000000,93776.34000000,93674.02000000,93682.94000000,22.67176000
2025-01-01 02:10:00,93682.94000000,93805.04000000,93676.96000000,93800.00000000,54.60054000
2025-01-01 02:15:00,93800.00000000,93805.16000000,93689.48000000,93765.41000000,23.19997000
2025-01-01 02:20:00,93765.42000000,93773.19000000,93702.61000000,93716.81000000,13.08729000
2025-01-01 02:25:00,93716.81000000,93742.52000000,93702.62000000,93742.52000000,11.93177000
2025-01-01 02:30:00,93742.51000000,93799.36000000,93742.51000000,93773.61000000,13.91987000
2025-01-01 02:35:00,93773.61000000,93880.00000000,93773.60000000,93879.99000000,12.32596000
2025-01-01 02:40:00,93879.99000000,93921.86000000,93855.17000000,93921.86000000,13.58807000
2025-01-01 02:45:00,93921.86000000,93965.20000000,93912.00000000,93934.22000000,10.69693000
2025-01-01 02:50:00,93934.22000000,94105.12000000,93934.21000000,94040.01000000,54.77784000
2025-01-01 02:55:00,94040.01000000,94098.91000000,94040.00000000,94098.91000000,18.53586000
2025-01-01 03:00:00,94098.90000000,94098.91000000,93959.89000000,93988.45000000,23.57324000
2025-01-01 03:05:00,93988.45000000,94050.50000000,93965.31000000,93982.00000000,21.59699000
2025-01-01 03:10:00,93982.00000000,93992.80000000,93971.63000000,93976.01000000,19.89506000
2025-01-01 03:15:00,93976.01000000,93976.01000000,93832.13000000,93849.70000000,18.27030000
2025-01-01 03:20:00,93849.71000000,93856.00000000,93766.23000000,93830.88000000,22.20545000
2025-01-01 03:25:00,93830.89000000,93848.98000000,93830.88000000,93830.89000000,6.94743000
2025-01-01 03:30:00,93830.90000000,93848.00000000,93828.01000000,93829.13000000,17.10461000
2025-01-01 03:35:00,93829.13000000,93850.31000000,93800.00000000,93850.31000000,13.37962000
2025-01-01 03:40:00,93850.31000000,93891.15000000,93840.00000000,93857.04000000,37.35226000
2025-01-01 03:45:00,93857.03000000,93867.35000000,93728.22000000,93786.19000000,25.41642000
2025-01-01 03:50:00,93786.18000000,93812.00000000,93786.18000000,93801.66000000,8.27912000
2025-01-01 03:55:00,93801.66000000,93838.04000000,93801.65000000,93838.04000000,6.97252000
2025-01-01 04:00:00,93838.04000000,93838.04000000,93733.28000000,93797.95000000,54.89707000
2025-01-01 04:05:00,93797.96000000,93797.96000000,93727.36000000,93727.36000000,12.55923000
2025-01-01 04:10:00,93727.37000000,93727.37000000,93689.96000000,93711.19000000,20.01233000
2025-01-01 04:15:00,93711.18000000,93718.23000000,93679.07000000,93705.73000000,20.95088000
2025-01-01 04:20:00,93705.74000000,93771.99000000,93688.53000000,93698.98000000,18.60924000
2025-01-01 04:25:00,93698.98000000,93747.47000000,93690.89000000,93738.09000000,13.97592000
2025-01-01 04:30:00,93738.09000000,93738.10000000,93674.18000000,93674.34000000,13.82388000
2025-01-01 04:35:00,93674.33000000,93674.34000000,93616.82000000,93638.53000000,22.96567000
2025-01-01 04:40:00,93638.53000000,93645.13000000,93626.11000000,93645.13000000,9.10569000
2025-01-01 04:45:00,93645.12000000,93670.00000000,93607.86000000,93633.99000000,19.42639000
2025-01-01 04:50:00,93633.98000000,93670.00000000,93626.75000000,93648.99000000,13.54025000
2025-01-01 04:55:00,93648.99000000,93669.99000000,93500.00000000,93553.91000000,59.60254000
2025-01-01 05:00:00,93553.91000000,93586.50000000,93547.40000000,93586.49000000,9.06194000
2025-01-01 05:05:00,93586.50000000,93621.50000000,93581.20000000,93581.20000000,15.80294000
2025-01-01 05:10:00,93581.20000000,93680.00000000,93581.20000000,93638.50000000,19.55943000
2025-01-01 05:15:00,93638.50000000,93671.13000000,93614.50000000,93671.13000000,10.63968000
2025-01-01 05:20:00,93671.12000000,93768.49000000,93671.12000000,93730.00000000,58.38748000
2025-01-01 05:25:00,93730.01000000,93933.33000000,93729.99000000,93891.74000000,27.78431000
2025-01-01 05:30:00,93891.74000000,93937.19000000,93840.00000000,93840.00000000,16.30363000
2025-01-01 05:35:00,93840.00000000,93866.39000000,93821.01000000,93821.01000000,17.32950000
2025-01-01 05:40:00,93821.01000000,93871.43000000,93799.25000000,93857.65000000,10.84107000
2025-01-01 05:45:00,93857.66000000,93862.11000000,93836.27000000,93836.28000000,7.98453000
2025-01-01 05:50:00,93836.27000000,93836.28000000,93804.00000000,93804.11000000,10.78589000
2025-01-01 05:55:00,93804.12000000,93804.12000000,93792.01000000,93792.02000000,4.69900000
2025-01-01 06:00:00,93792.02000000,93792.02000000,93729.15000000,93729.15000000,22.92537000
2025-01-01 06:05:00,93729.16000000,93729.16000000,93658.80000000,93658.81000000,8.82931000
2025-01-01 06:10:00,93658.81000000,93673.73000000,93603.21000000,93603.22000000,16.37344000
2025-01-01 06:15:00,93603.21000000,93663.01000000,93603.21000000,93624.26000000,16.08201000
2025-01-01 06:20:00,93624.26000000,93701.39000000,93624.25000000,93677.17000000,25.11493000
2025-01-01 06:25:00,93677.16000000,93681.66000000,93654.49000000,93654.50000000,5.33562000
2025-01-01 06:30:00,93654.50000000,93654.50000000,93604.00000000,93615.06000000,63.59369000
2025-01-01 06:35:00,93615.07000000,93660.03000000,93568.38000000,93647.51000000,40.59857000
2025-01-01 06:40:00,93647.51000000,93720.01000000,93647.50000000,93720.00000000,30.18422000
2025-01-01 06:45:00,93720.01000000,93722.10000000,93677.91000000,93677.91000000,16.65673000
2025-01-01 06:50:00,93677.92000000,93722.10000000,93672.34000000,93722.10000000,9.64492000
